4;1;126;4
11;1;7;4
12;1;119;4
16;1;24;3
17;1;198;3
18;1;114;5
19;1;164;5
23;1;182;5
24;1;146;1
29;1;20;4
30;1;97;4
32;1;150;5
36;1;155;4
38;1;86;5
41;1;79;5
43;1;152;4
49;1;180;5
54;1;50;5
55;1;93;4
57;1;125;3
60;1;49;5
61;1;108;5
64;1;36;1
65;1;26;5
66;1;183;5
67;1;54;4
68;1;35;5
69;1;91;4
75;1;151;4
76;1;4;5
79;1;92;4
82;1;109;4
83;1;170;4
87;1;21;3
88;1;169;3
91;1;154;5
94;1;71;5
95;1;11;5
101;1;10;5
107;1;199;3
109;1;25;5
113;1;70;5
117;1;143;4
119;1;77;5
121;1;47;5
124;1;148;4
136;1;137;4
137;1;121;3
138;1;158;5
141;1;106;5
145;1;111;5
150;1;181;5
151;1;67;5
153;1;175;5
155;1;2;3
156;1;177;5
157;1;18;5
158;1;130;5
165;1;103;5
166;1;133;4
167;1;185;4
168;1;165;3
169;1;37;5
177;1;171;5
179;1;120;4
180;1;129;5
181;1;5;5
184;1;48;3
186;1;16;5
187;1;43;4
197;1;58;5
199;1;138;5
211;2;113;2
212;2;76;3
213;2;129;4
214;2;21;3
224;2;20;3
226;2;61;3
227;2;111;5
233;2;35;2
234;2;58;3
243;2;49;4
248;2;52;3
253;2;10;4
256;2;79;4
267;2;92;5
273;2;67;4
274;2;108;4
279;2;198;3
280;2;93;5
281;2;170;4
282;2;26;4
289;2;158;5
299;2;167;5
301;2;162;5
303;2;164;5
305;2;70;4
308;2;89;5
322;2;171;5
335;2;189;4
337;2;177;2
339;2;125;3
346;2;37;5
362;2;159;5
366;2;77;4
374;2;180;4
379;2;28;1
382;2;165;5
386;2;169;3
387;2;82;4
388;2;138;4
392;2;175;4
393;2;146;3
396;2;185;2
402;3;26;5
403;3;79;4
423;3;128;5
442;3;189;5
454;3;35;1
458;3;21;3
469;3;158;3
472;3;151;0
474;3;25;5
477;3;50;4
478;3;193;0
480;3;108;5
484;3;111;5
485;3;92;4
486;3;5;5
487;3;7;3
497;3;138;4
500;3;49;5
503;3;171;2
505;3;68;4
507;3;36;4
510;3;77;1
511;3;113;5
512;3;152;1
517;3;124;5
520;3;119;5
522;3;186;2
523;3;198;2
526;3;20;1
528;3;170;4
532;3;90;5
537;3;183;2
539;3;121;3
546;3;156;1
551;3;2;4
552;3;185;3
558;3;143;2
562;3;76;2
565;3;180;3
566;3;18;5
573;3;196;4
575;3;175;5
577;3;155;5
585;3;93;4
586;3;182;3
590;3;23;2
607;4;52;0
611;4;11;1
613;4;134;4
616;4;189;0
619;4;57;1
620;4;185;0
625;4;73;3
626;4;199;0
629;4;114;0
631;4;191;0
632;4;60;0
633;4;26;1
634;4;136;0
638;4;119;0
639;4;54;0
642;4;121;1
645;4;143;2
658;4;76;3
659;4;32;0
663;4;7;0
668;4;30;0
669;4;25;0
670;4;157;1
671;4;23;0
672;4;190;2
676;4;113;5
677;4;123;0
678;4;174;1
679;4;178;4
686;4;175;0
687;4;198;0
691;4;45;0
693;4;80;1
696;4;77;0
704;4;125;0
706;4;130;2
708;4;97;4
713;4;154;3
715;4;127;1
720;4;171;4
722;4;166;0
736;4;16;0
742;4;137;0
744;4;164;0
745;4;12;0
747;4;40;0
748;4;108;0
749;4;129;4
750;4;35;0
751;4;68;5
752;4;79;0
753;4;33;0
762;4;103;0
765;4;133;0
768;4;18;2
780;4;180;0
783;4;110;3
785;4;109;2
787;4;138;1
789;4;49;1
790;4;41;3
792;4;47;4
795;4;183;0
798;4;86;1
803;5;8;0
804;5;40;0
807;5;99;5
808;5;57;0
809;5;25;5
810;5;47;0
811;5;108;5
812;5;176;5
813;5;130;0
814;5;154;1
815;5;102;1
817;5;125;0
820;5;16;0
821;5;188;1
822;5;34;0
825;5;55;1
826;5;80;0
827;5;126;3
829;5;185;0
830;5;53;0
833;5;69;0
835;5;118;0
837;5;49;0
840;5;5;0
841;5;50;2
844;5;127;1
846;5;140;1
849;5;9;0
850;5;177;0
853;5;138;4
854;5;4;4
855;5;175;5
856;5;45;0
857;5;133;0
861;5;167;0
863;5;84;0
865;5;164;4
868;5;142;0
869;5;42;3
870;5;165;0
871;5;115;1
872;5;155;1
877;5;103;0
880;5;2;0
881;5;1;0
882;5;193;3
884;5;86;0
887;5;162;0
888;5;180;1
889;5;109;3
890;5;179;5
894;5;68;5
896;5;190;2
897;5;95;2
899;5;110;3
901;5;181;1
903;5;48;5
904;5;191;0
905;5;81;0
906;5;158;0
907;5;79;0
908;5;189;0
912;5;137;4
914;5;93;0
915;5;182;0
917;5;14;0
918;5;124;0
920;5;20;5
921;5;150;0
923;5;54;3
924;5;171;5
925;5;91;4
926;5;67;5
927;5;60;0
928;5;119;0
929;5;41;0
930;5;52;4
931;5;62;2
932;5;7;0
934;5;134;0
936;5;170;4
937;5;12;0
940;5;157;1
941;5;22;0
942;5;199;0
943;5;149;0
944;5;121;1
945;5;156;0
950;5;35;5
952;5;58;3
953;5;198;4
954;5;32;0
955;5;97;0
956;5;153;3
957;5;28;0
958;5;112;0
959;5;30;0
960;5;77;0
961;5;29;1
963;5;136;3
964;5;166;1
966;5;73;1
967;5;26;0
968;5;114;3
970;5;104;3
971;5;148;0
972;5;72;2
973;5;76;3
975;5;120;5
976;5;94;3
977;5;18;5
978;5;51;2
979;5;85;3
981;5;83;4
983;5;27;0
986;5;15;3
988;5;11;0
989;5;111;0
993;5;143;4
994;5;183;4
995;5;23;0
996;5;38;0
997;5;21;5
998;5;186;0
1001;6;146;0
1002;6;98;1
1007;6;81;2
1008;6;6;0
1010;6;53;1
1012;6;144;0
1018;6;76;5
1021;6;133;2
1025;6;192;0
1028;6;87;0
1030;6;15;1
1034;6;84;4
1037;6;151;1
1041;6;80;5
1048;6;111;5
1049;6;160;4
1052;6;155;1
1053;6;129;0
1057;6;174;1
1058;6;142;5
1059;6;11;0
1065;6;187;3
1069;6;172;3
1070;6;153;0
1071;6;32;0
1072;6;118;0
1074;6;179;4
1075;6;104;0
1077;6;7;1
1078;6;166;3
1079;6;138;4
1088;6;30;2
1095;6;92;0
1099;6;169;3
1100;6;54;0
1102;6;12;1
1103;6;156;2
1107;6;161;0
1108;6;16;0
1120;6;195;3
1121;6;96;0
1122;6;127;5
1127;6;182;3
1128;6;193;5
1135;6;93;4
1136;6;40;0
1137;6;103;3
1140;6;94;2
1143;6;163;3
1150;6;24;1
1151;6;101;0
1154;6;27;0
1156;6;198;0
1158;6;159;4
1167;6;115;2
1177;6;25;1
1181;6;86;1
1183;6;184;4
1184;6;131;3
1185;6;9;1
1187;6;51;0
1192;6;152;2
1193;6;158;5
1200;6;110;3
1201;7;76;0
1203;7;121;0
1208;7;175;0
1210;7;1;0
1213;7;77;0
1215;7;137;4
1222;7;18;5
1223;7;97;0
1228;7;181;0
1230;7;92;0
1232;7;189;3
1239;7;198;4
1243;7;93;0
1245;7;127;1
1248;7;150;0
1250;7;158;3
1253;7;26;0
1254;7;171;4
1260;7;91;4
1263;7;37;4
1267;7;12;0
1277;7;138;3
1280;7;68;2
1290;7;99;0
1292;7;57;0
1294;7;108;0
1295;7;79;3
1299;7;118;0
1300;7;2;0
1307;7;163;3
1309;7;156;0
1311;7;109;2
1315;7;136;3
1316;7;183;4
1318;7;67;0
1321;7;53;1
1324;7;41;0
1325;7;48;1
1328;7;49;0
1329;7;23;2
1330;7;7;0
1331;7;142;0
1332;7;125;3
1337;7;69;0
1338;7;130;2
1340;7;47;0
1342;7;165;0
1348;7;25;3
1349;7;190;2
1352;7;148;0
1361;7;16;0
1362;7;143;0
1366;7;84;0
1373;7;52;0
1376;7;185;0
1379;7;126;0
1380;7;35;5
1382;7;191;0
1390;7;11;0
1391;7;157;1
1392;7;72;2
1393;7;30;0
1394;7;119;0
1397;7;164;3
1405;8;158;3
1410;8;26;1
1419;8;181;0
1420;8;11;0
1422;8;180;0
1423;8;117;4
1424;8;98;0
1425;8;128;3
1427;8;143;1
1432;8;45;0
1434;8;111;0
1435;8;123;0
1437;8;175;0
1438;8;171;2
1441;8;1;4
1442;8;20;1
1445;8;21;3
1454;8;185;0
1456;8;109;0
1462;8;182;2
1463;8;23;0
1468;8;25;2
1478;8;48;1
1479;8;97;4
1484;8;138;3
1486;8;67;0
1491;8;142;0
1499;8;114;1
1500;8;58;2
1506;8;53;0
1508;8;18;5
1510;8;150;1
1512;8;198;0
1513;8;49;0
1518;8;86;2
1521;8;12;2
1522;8;55;4
1524;8;99;5
1526;8;110;0
1531;8;102;0
1534;8;127;0
1535;8;121;0
1539;8;124;3
1546;8;84;0
1548;8;30;0
1553;8;52;0
1554;8;4;2
1567;8;91;4
1574;8;137;0
1579;8;82;4
1580;8;165;0
1581;8;77;3
1585;8;108;0
1594;8;69;2
1597;8;16;0
1601;9;149;4
1603;9;189;0
1606;9;118;2
1609;9;136;0
1611;9;77;0
1616;9;164;0
1619;9;133;0
1620;9;190;3
1621;9;130;1
1623;9;4;0
1624;9;30;1
1632;9;182;0
1634;9;165;0
1636;9;96;0
1639;9;89;3
1642;9;122;5
1643;9;94;0
1644;9;59;2
1647;9;17;0
1651;9;93;5
1656;9;1;1
1657;9;193;3
1662;9;98;1
1663;9;115;1
1664;9;26;0
1667;9;135;2
1668;9;72;0
1671;9;179;2
1677;9;52;0
1684;9;172;4
1685;9;45;0
1687;9;180;1
1689;9;99;1
1693;9;11;0
1694;9;14;0
1695;9;119;0
